loan_id,Customer_ID,loan_start_date,tenure,installment_num,loan_amt,due_amt,paid_amt,overdue_amt,balance,snapshot_date
CUS_0x1750_2024_09_01,CUS_0x1750,2024-09-01,10,8,10000,1000.0,0.0,5000.0,7000.0,2025-05-01
CUS_0x1765_2024_12_01,CUS_0x1765,2024-12-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2025-05-01
CUS_0x1768_2024_09_01,CUS_0x1768,2024-09-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2025-05-01
CUS_0x176b_2024_10_01,CUS_0x176b,2024-10-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2025-05-01
CUS_0x178d_2024_11_01,CUS_0x178d,2024-11-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2025-05-01
CUS_0x1799_2024_11_01,CUS_0x1799,2024-11-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2025-05-01
CUS_0x17b5_2024_10_01,CUS_0x17b5,2024-10-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2025-05-01
CUS_0x17d7_2024_12_01,CUS_0x17d7,2024-12-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2025-05-01
CUS_0x17fc_2024_09_01,CUS_0x17fc,2024-09-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2025-05-01
CUS_0x17ff_2024_10_01,CUS_0x17ff,2024-10-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2025-05-01
CUS_0x1806_2025_01_01,CUS_0x1806,2025-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2025-05-01
CUS_0x1820_2024_10_01,CUS_0x1820,2024-10-01,10,7,10000,1000.0,0.0,6000.0,9000.0,2025-05-01
CUS_0x1821_2024_09_01,CUS_0x1821,2024-09-01,10,8,10000,1000.0,0.0,6000.0,8000.0,2025-05-01
CUS_0x1833_2024_12_01,CUS_0x1833,2024-12-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2025-05-01
CUS_0x1835_2024_11_01,CUS_0x1835,2024-11-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2025-05-01
CUS_0x1837_2024_11_01,CUS_0x1837,2024-11-01,10,6,10000,1000.0,0.0,3000.0,7000.0,2025-05-01
CUS_0x183d_2024_07_01,CUS_0x183d,2024-07-01,10,10,10000,1000.0,0.0,7000.0,7000.0,2025-05-01
CUS_0x183e_2024_07_01,CUS_0x183e,2024-07-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-05-01
CUS_0x1852_2024_12_01,CUS_0x1852,2024-12-01,10,5,10000,1000.0,0.0,2000.0,7000.0,2025-05-01
CUS_0x1883_2024_09_01,CUS_0x1883,2024-09-01,10,8,10000,1000.0,0.0,6000.0,8000.0,2025-05-01
CUS_0x1884_2024_09_01,CUS_0x1884,2024-09-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2025-05-01
CUS_0x1890_2024_08_01,CUS_0x1890,2024-08-01,10,9,10000,1000.0,0.0,8000.0,9000.0,2025-05-01
CUS_0x1897_2024_11_01,CUS_0x1897,2024-11-01,10,6,10000,1000.0,0.0,5000.0,9000.0,2025-05-01
CUS_0x18a2_2024_09_01,CUS_0x18a2,2024-09-01,10,8,10000,1000.0,0.0,6000.0,8000.0,2025-05-01
CUS_0x18b5_2025_01_01,CUS_0x18b5,2025-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2025-05-01
CUS_0x18bc_2024_12_01,CUS_0x18bc,2024-12-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2025-05-01
CUS_0x18be_2025_01_01,CUS_0x18be,2025-01-01,10,4,10000,1000.0,0.0,1000.0,7000.0,2025-05-01
CUS_0x18ca_2024_12_01,CUS_0x18ca,2024-12-01,10,5,10000,1000.0,0.0,3000.0,8000.0,2025-05-01
CUS_0x18e1_2024_10_01,CUS_0x18e1,2024-10-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2025-05-01
CUS_0x18f3_2024_10_01,CUS_0x18f3,2024-10-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2025-05-01
CUS_0x18f5_2024_08_01,CUS_0x18f5,2024-08-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2025-05-01
CUS_0x18fd_2024_12_01,CUS_0x18fd,2024-12-01,10,5,10000,1000.0,0.0,2000.0,7000.0,2025-05-01
CUS_0x1900_2024_08_01,CUS_0x1900,2024-08-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2025-05-01
CUS_0x1929_2024_11_01,CUS_0x1929,2024-11-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2025-05-01
CUS_0x1947_2024_08_01,CUS_0x1947,2024-08-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2025-05-01
CUS_0x1948_2024_12_01,CUS_0x1948,2024-12-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2025-05-01
CUS_0x194f_2024_08_01,CUS_0x194f,2024-08-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2025-05-01
CUS_0x195b_2024_10_01,CUS_0x195b,2024-10-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2025-05-01
CUS_0x199b_2024_11_01,CUS_0x199b,2024-11-01,10,6,10000,1000.0,0.0,4000.0,8000.0,2025-05-01
CUS_0x19a0_2024_12_01,CUS_0x19a0,2024-12-01,10,5,10000,1000.0,0.0,3000.0,8000.0,2025-05-01
CUS_0x19a3_2025_01_01,CUS_0x19a3,2025-01-01,10,4,10000,1000.0,0.0,1000.0,7000.0,2025-05-01
CUS_0x19a5_2024_08_01,CUS_0x19a5,2024-08-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2025-05-01
CUS_0x19a9_2024_09_01,CUS_0x19a9,2024-09-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2025-05-01
CUS_0x1a00_2024_12_01,CUS_0x1a00,2024-12-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2025-05-01
CUS_0x1a06_2024_08_01,CUS_0x1a06,2024-08-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2025-05-01
CUS_0x1a23_2025_01_01,CUS_0x1a23,2025-01-01,10,4,10000,1000.0,1000.0,0.0,6000.0,2025-05-01
CUS_0x1a3b_2024_08_01,CUS_0x1a3b,2024-08-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2025-05-01
CUS_0x1a56_2024_07_01,CUS_0x1a56,2024-07-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-05-01
CUS_0x1a57_2024_08_01,CUS_0x1a57,2024-08-01,10,9,10000,1000.0,0.0,6000.0,7000.0,2025-05-01
CUS_0x1a61_2024_12_01,CUS_0x1a61,2024-12-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2025-05-01
CUS_0x1a71_2024_09_01,CUS_0x1a71,2024-09-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2025-05-01
CUS_0x1a7b_2024_11_01,CUS_0x1a7b,2024-11-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2025-05-01
CUS_0x1a86_2025_01_01,CUS_0x1a86,2025-01-01,10,4,10000,1000.0,0.0,2000.0,8000.0,2025-05-01
CUS_0x1a96_2024_08_01,CUS_0x1a96,2024-08-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2025-05-01
CUS_0x1abe_2024_07_01,CUS_0x1abe,2024-07-01,10,10,10000,1000.0,0.0,8000.0,8000.0,2025-05-01
CUS_0x1ad3_2024_08_01,CUS_0x1ad3,2024-08-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2025-05-01
CUS_0x1ad6_2024_10_01,CUS_0x1ad6,2024-10-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2025-05-01
CUS_0x1ad9_2024_09_01,CUS_0x1ad9,2024-09-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2025-05-01
CUS_0x1ae8_2024_10_01,CUS_0x1ae8,2024-10-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2025-05-01
CUS_0x1b02_2024_07_01,CUS_0x1b02,2024-07-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-05-01
CUS_0x1b1a_2024_11_01,CUS_0x1b1a,2024-11-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2025-05-01
CUS_0x1b2a_2024_09_01,CUS_0x1b2a,2024-09-01,10,8,10000,1000.0,0.0,7000.0,9000.0,2025-05-01
CUS_0x1b3b_2024_09_01,CUS_0x1b3b,2024-09-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2025-05-01
CUS_0x1b41_2024_07_01,CUS_0x1b41,2024-07-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-05-01
CUS_0x1b7e_2024_11_01,CUS_0x1b7e,2024-11-01,10,6,10000,1000.0,0.0,3000.0,7000.0,2025-05-01
CUS_0x1b85_2024_07_01,CUS_0x1b85,2024-07-01,10,10,10000,1000.0,1000.0,0.0,0.0,2025-05-01
CUS_0x1b9c_2024_10_01,CUS_0x1b9c,2024-10-01,10,7,10000,1000.0,1000.0,0.0,3000.0,2025-05-01
CUS_0x1bac_2024_11_01,CUS_0x1bac,2024-11-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2025-05-01
CUS_0x1bb6_2024_09_01,CUS_0x1bb6,2024-09-01,10,8,10000,1000.0,1000.0,0.0,2000.0,2025-05-01
CUS_0x1bb7_2024_07_01,CUS_0x1bb7,2024-07-01,10,10,10000,1000.0,0.0,9000.0,9000.0,2025-05-01
CUS_0x1bde_2024_12_01,CUS_0x1bde,2024-12-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2025-05-01
CUS_0x1be1_2025_01_01,CUS_0x1be1,2025-01-01,10,4,10000,1000.0,0.0,1000.0,7000.0,2025-05-01
CUS_0x1be8_2024_12_01,CUS_0x1be8,2024-12-01,10,5,10000,1000.0,0.0,2000.0,7000.0,2025-05-01
CUS_0x1bfd_2024_08_01,CUS_0x1bfd,2024-08-01,10,9,10000,1000.0,0.0,8000.0,9000.0,2025-05-01
CUS_0x1c06_2024_10_01,CUS_0x1c06,2024-10-01,10,7,10000,1000.0,0.0,4000.0,7000.0,2025-05-01
CUS_0x1c0c_2024_12_01,CUS_0x1c0c,2024-12-01,10,5,10000,1000.0,1000.0,0.0,5000.0,2025-05-01
CUS_0x1c2a_2024_08_01,CUS_0x1c2a,2024-08-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2025-05-01
CUS_0x1c34_2024_11_01,CUS_0x1c34,2024-11-01,10,6,10000,1000.0,1000.0,0.0,4000.0,2025-05-01
CUS_0x1c3a_2024_08_01,CUS_0x1c3a,2024-08-01,10,9,10000,1000.0,1000.0,0.0,1000.0,2025-05-01
